age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,remotework,monthlysalary,annualsalary
60,no,unknown,,1,Master,unknown,1697,3,hombre,92,1,3, healthcare representative ,4,divorced,,20467,3,no,20,4,3,1,19,2,4,1,0,0,10883,1963,no,,
24,yes,unknown,220.8,22,Secundaria,unknown,1714,4,hombre,58,1,1, human resources ,3,married,,11585,1,no,11,,3,1,1,2,3,1,0,0,0,1999,yes,4857.6,57628.8
40,no,travel_rarely,339.48,8,FP,life sciences,1724,2,mujer,92,3,2, manufacturing director ,1,,,5041,2,yes,16,3,2,1,18,3,3,1,0,0,0,1983,yes,7468.56,88604.28
30,no,travel_rarely,729.56,21,Secundaria,unknown,2447,2,hombre,33,3,1, research scientist ,4,married,,3811,1,no,12,3,2,1,10,2,2,10,0,8,2862,1993,yes,16050.320000000002,190415.16
47,no,non-travel,499.56,2,Master,marketing,1731,3,hombre,87,3,2, sales executive ,2,,,3536,7,no,11,3,4,1,4,3,1,1,0,0,0,1976,yes,10990.32,130385.16
32,yes,travel_rarely,886.88,1,FP,unknown,2448,1,hombre,64,1,2, sales executive ,2,single,,12147,6,,15,3,2,0,10,2,3,0,0,0,6735,1991,no,19511.36,231475.68
45,no,travel_rarely,161.92,41,Grado,life sciences,1744,41,mujer,56,1,3, human resources ,3,married,,6595,4,,21,4,3,2,9,2,4,5,0,3,9756,1978,yes,3562.2400000000002,42261.12
34,no,unknown,166.52,2,Master,unknown,1755,4,hombre,97,4,1, research scientist ,4,married,,5586,0,yes,14,3,1,3,6,3,3,5,1,2,0,1989,no,3663.44,43461.72
33,yes,unknown,194.12,16,Grado,unknown,1758,1,mujer,74,3,3, sales executive ,1,,,10092,2,yes,20,4,3,0,0,2,2,0,0,0,0,1990,yes,4270.64,50665.32
31,yes,travel_rarely,992.68,16,Master,unknown,1761,1,hombre,70,3,3, sales executive ,3,married,,19002,2,,13,3,1,3,0,2,3,1,0,0,0,1992,yes,21838.960000000003,259089.48
29,no,travel_rarely,542.8,4,Grado,technical degree,2449,4,mujer,91,2,1, research scientist ,1,divorced,,10007,1,,13,3,3,1,0,2,3,1,0,0,0,1994,yes,11941.600000000002,141670.80000000002
30,no,unknown,280.6,16,Grado,unknown,1763,3,hombre,58,4,2, healthcare representative ,3,married,,9128,3,no,16,3,3,1,10,3,3,7,1,7,5294,1993,no,6173.200000000001,73236.6
38,no,travel_rarely,766.36,18,Grado,medical,1766,2,hombre,60,1,2, healthcare representative ,4,married,,24539,3,,16,3,3,1,0,2,3,1,1,0,0,1985,yes,16859.920000000002,200019.96
43,yes,unknown,742.44,17,Grado,technical degree,2450,3,hombre,38,2,1, research scientist ,3,,,15587,9,yes,16,3,4,1,6,4,3,1,0,0,2437,1980,no,16333.68,193776.84000000003
55,no,travel_rarely,439.76,44,Grado,unknown,2451,3,hombre,60,2,5, research director ,1,married,,19805,8,no,12,3,2,3,34,2,3,1,0,0,0,1968,no,9674.72,114777.36
21,yes,unknown,310.04,7,Secundaria,marketing,2452,2,hombre,31,3,1, sales representative ,2,single,,4567,1,,13,3,2,0,0,3,3,1,1,0,0,2002,yes,6820.88,80920.44
22,yes,travel_rarely,1190.48,45,Secundaria,medical,1783,3,mujer,79,3,1, laboratory technician ,1,,,15999,1,yes,17,3,3,0,1,6,3,1,0,0,0,2001,yes,26190.56,310715.28
37,no,travel_rarely,1139.88,8,FP,other,2453,3,hombre,89,3,2, human resources ,2,divorced,,12832,2,no,13,3,3,0,19,4,2,10,4,7,4071,1986,yes,25077.36,297508.68000000005
42,no,travel_rarely,1037.76,13,Grado,unknown,2454,2,hombre,95,4,2, healthcare representative ,1,married,,5696,5,no,18,,3,2,10,2,2,0,0,0,0,1981,no,22830.72,270855.36
18,no,unknown,1316.52,14,Grado,unknown,1839,2,mujer,33,3,1, research scientist ,3,single,,8018,1,,16,3,3,0,0,4,1,0,0,0,0,2005,yes,28963.44,343611.72
31,yes,travel_rarely,330.28,18,Doctorado,human resources,1842,4,hombre,89,4,1, human resources ,1,married,,21495,0,no,17,3,3,0,2,4,3,1,0,0,2956,1992,yes,7266.160000000001,86203.08
36,no,travel_rarely,395.6,2,Master,unknown,1847,4,mujer,73,3,2, research scientist ,2,,,19573,4,yes,22,4,4,1,0,2,3,1,0,0,0,1987,yes,8703.2,103251.6
32,no,travel_frequently,1212.56,10,Master,marketing,1853,4,hombre,79,3,2, sales executive ,4,,,26075,8,,13,3,3,0,0,2,4,0,0,0,4648,1991,yes,26676.32,316478.16
29,no,unknown,667.92,29,Secundaria,life sciences,2455,4,hombre,93,1,2, healthcare representative ,3,divorced,,21143,8,no,17,,4,2,11,3,0,7,1,6,0,1994,no,14694.240000000002,174327.12000000002
42,no,travel_rarely,1050.64,8,Grado,unknown,1860,4,hombre,64,3,1, laboratory technician ,3,,,13624,4,no,13,,4,0,0,3,3,0,0,0,0,1981,yes,23114.08,274217.04000000004
29,no,travel_rarely,323.84,6,Secundaria,unknown,1865,4,hombre,87,2,1, human resources ,2,married,,15434,1,no,11,3,4,0,0,3,3,1,0,0,2804,1994,yes,7124.4800000000005,84522.24
29,yes,unknown,,24,FP,unknown,2456,4,hombre,73,2,1, research scientist ,4,,,14753,1,yes,24,,2,0,1,3,2,1,1,0,2439,1994,no,,
28,no,travel_rarely,1078.24,3,Grado,medical,1875,2,mujer,78,3,1, sales representative ,2,,,3692,1,no,19,3,4,1,1,3,3,1,0,0,2856,1995,yes,23721.28,281420.64
30,yes,unknown,869.4,9,Grado,unknown,1876,2,hombre,89,3,1, sales representative ,4,,,16019,1,,13,3,3,0,0,3,2,1,0,0,0,1993,no,19126.800000000003,226913.40000000002
22,yes,travel_rarely,359.72,7,Secundaria,life sciences,2457,4,hombre,75,3,1, research scientist ,2,single,,26092,1,,23,4,1,0,1,2,3,1,0,0,0,2001,yes,7913.84,93886.92000000001
26,no,unknown,443.44,1,FP,life sciences,1893,2,mujer,90,2,1, research scientist ,3,,,14908,1,yes,13,3,3,1,1,3,2,1,1,0,2933,1997,no,9755.68,115737.84
44,no,travel_rarely,156.4,1,Master,unknown,1903,2,hombre,78,4,2, healthcare representative ,1,,,9364,2,,15,3,4,1,10,5,3,2,2,2,0,1979,yes,3440.8,40820.4
29,yes,travel_frequently,686.32,24,Grado,technical degree,1928,3,hombre,45,4,1, sales representative ,1,single,,10642,1,no,17,3,4,0,1,3,0,1,0,0,1091,1994,yes,15099.04,179129.52000000002
28,yes,travel_rarely,1357.0,13,FP,marketing,1933,4,mujer,84,3,2, sales executive ,3,,,23352,3,yes,11,3,4,0,6,0,3,2,2,2,0,1995,yes,29854.0,354177.0
56,no,travel_rarely,1327.56,11,Doctorado,unknown,1935,4,mujer,89,2,2, sales executive ,1,married,,20328,4,,16,3,3,1,0,3,3,0,0,0,0,1967,yes,29206.32,346493.16
39,no,travel_rarely,797.64,9,FP,unknown,1936,1,hombre,87,3,2, manufacturing director ,1,married,,12315,1,no,25,4,4,1,10,3,3,10,7,9,5151,1984,yes,17548.079999999998,208184.04
58,no,unknown,556.6,21,Grado,unknown,1938,4,mujer,72,3,4, manager ,4,,,11761,4,yes,13,3,3,1,0,2,2,1,0,0,0,1965,yes,12245.2,145272.6
42,no,travel_rarely,385.48,12,Master,marketing,1943,2,hombre,77,3,2, sales executive ,4,divorced,,2900,3,,12,,3,2,14,4,3,0,0,0,0,1981,no,8480.560000000001,100610.28
27,yes,unknown,1230.04,22,Grado,unknown,1944,1,mujer,58,2,1, human resources ,2,married,,19555,1,no,12,3,1,0,0,2,3,1,0,0,2863,1996,no,27060.879999999997,321040.44
38,no,travel_rarely,1291.68,1,Grado,unknown,1961,1,hombre,59,2,1, sales representative ,1,single,,11473,4,,14,3,1,0,20,3,2,1,0,0,2858,1985,yes,28416.960000000003,337128.48000000004
32,no,unknown,1263.16,5,Master,life sciences,1966,4,hombre,56,2,2, manufacturing director ,4,,,10138,8,no,24,4,2,0,0,1,3,1,0,0,0,1991,yes,27789.52,329684.76
31,no,unknown,1173.92,2,Secundaria,medical,1974,4,mujer,59,1,1, laboratory technician ,4,,,17536,1,,11,3,3,3,0,4,3,1,0,0,1129,1992,yes,25826.24,306393.12
25,no,travel_rarely,284.28,2,Grado,unknown,2458,3,mujer,82,3,1, human resources ,2,,,19655,4,no,14,3,3,0,6,3,3,2,1,2,0,1998,no,6254.160000000001,74197.08
40,no,unknown,499.56,44,Master,unknown,2012,1,hombre,83,3,1, laboratory technician ,4,married,,4060,8,no,19,3,3,2,8,3,2,1,0,0,0,1983,yes,10990.32,130385.16
39,no,non-travel,96.6,9,Grado,unknown,2459,4,hombre,87,3,5, manager ,4,,,15302,2,,13,3,3,0,0,3,2,6,1,3,19431,1984,no,2125.2000000000003,25212.600000000002
23,yes,unknown,586.96,9,Grado,unknown,2023,4,hombre,33,3,1, sales representative ,1,married,,26956,1,no,19,3,1,1,0,3,0,1,1,0,0,2000,no,12913.12,153196.56
35,no,travel_rarely,1054.32,26,Master,life sciences,2040,3,mujer,31,3,3, human resources ,4,single,,16642,1,yes,16,3,3,0,0,2,0,9,1,7,0,1988,no,23195.039999999997,275177.51999999996
34,no,travel_rarely,1324.8,7,FP,technical degree,1541,2,hombre,55,3,1, sales representative ,3,,,4944,0,yes,25,4,2,1,12,4,3,11,5,7,2308,1989,yes,29145.6,345772.8
28,no,non-travel,1014.76,16,Grado,medical,1947,3,hombre,49,3,1, research scientist ,3,single,,2122,1,no,14,3,3,0,5,3,2,5,1,4,2144,1995,no,22324.72,264852.36
29,no,unknown,125.12,1,Grado,life sciences,1954,1,hombre,89,3,2, healthcare representative ,1,married,,6225,0,no,12,3,1,1,6,5,2,5,0,2,5373,1994,no,2752.6400000000003,32656.32
58,yes,travel_rarely,135.24,23,Master,medical,2460,4,mujer,94,3,3, healthcare representative ,4,married,,3465,1,,12,3,4,1,40,3,2,40,15,6,0,1965,yes,2975.28,35297.64
38,no,unknown,109.48,3,Grado,life sciences,307,1,hombre,76,3,3, sales executive ,3,divorced,,9647,0,,12,3,3,2,0,6,2,16,5,13,0,1985,yes,2408.56,28574.280000000002
29,no,travel_frequently,1299.96,1,Secundaria,unknown,2461,2,mujer,42,3,3, sales executive ,4,married,,6599,1,,14,3,4,1,11,5,3,11,4,1,0,1994,yes,28599.120000000003,339289.56
55,no,travel_rarely,415.84,1,Grado,medical,374,4,hombre,81,3,5, manager ,1,single,,18938,0,,14,3,3,0,37,2,3,36,4,13,19045,1968,yes,9148.480000000001,108534.24
41,no,unknown,307.28,2,Master,unknown,2462,4,hombre,88,3,4, manager ,2,,,15896,1,,19,3,2,0,0,2,3,22,0,4,16015,1982,yes,6760.160000000001,80200.08
39,no,travel_rarely,1041.44,1,Grado,unknown,2463,3,hombre,48,4,3, healthcare representative ,4,,,10942,0,no,17,,1,3,19,5,2,18,3,7,9613,1984,yes,22911.68,271815.84
38,no,unknown,,15,FP,life sciences,2464,3,hombre,92,2,3, research director ,4,,,15682,0,,14,3,2,1,0,3,3,11,2,9,11510,1985,yes,,
43,no,unknown,903.44,12,Grado,unknown,2465,1,hombre,64,2,4, research director ,2,,,4345,1,no,11,3,3,1,0,3,0,25,3,9,0,1980,yes,19875.68,235797.84000000003
31,no,unknown,441.6,7,FP,unknown,524,2,mujer,31,3,2, manufacturing director ,1,married,,4156,1,no,12,3,2,1,13,5,1,13,3,12,4306,1992,yes,9715.2,115257.6
50,no,travel_rarely,1011.08,29,Master,life sciences,569,2,hombre,88,2,4, manager ,3,married,,9314,0,no,15,3,2,1,28,2,3,27,15,7,17046,1973,yes,22243.760000000002,263891.88
33,no,non-travel,954.96,8,Secundaria,life sciences,1044,2,mujer,88,2,1, sales representative ,4,,,21437,0,,19,3,4,0,0,2,2,2,2,2,0,1990,no,21009.120000000003,249244.56
26,yes,unknown,314.64,2,Grado,life sciences,1053,1,hombre,57,3,1, research scientist ,1,married,,15346,6,,14,3,2,1,6,2,3,3,1,2,2042,1997,yes,6922.08,82121.04
38,no,travel_frequently,1091.12,3,Master,unknown,2466,3,hombre,44,3,1, research scientist ,3,,,2997,3,no,16,3,1,1,8,2,3,2,2,2,2821,1985,no,24004.640000000003,284782.32
46,no,unknown,395.6,1,Master,medical,1069,4,hombre,40,3,5, research director ,4,,,21445,9,no,17,3,4,2,23,0,3,2,2,2,0,1977,yes,8703.2,103251.6
21,no,unknown,905.28,25,Secundaria,unknown,1131,4,mujer,70,2,1, research scientist ,2,single,,25326,1,yes,11,3,3,0,2,6,4,2,2,2,2070,2002,yes,19916.160000000003,236278.08000000002
31,no,travel_frequently,729.56,20,Grado,unknown,1135,3,hombre,67,4,1, sales representative ,4,married,,21981,0,no,12,,1,1,3,4,3,2,2,2,2791,1992,no,16050.320000000002,190415.16
35,no,unknown,1087.44,11,FP,marketing,2467,4,hombre,54,3,2, sales executive ,4,divorced,,18500,1,,11,3,4,1,5,3,3,5,0,2,0,1988,yes,23923.68,283821.84
34,no,unknown,922.76,2,FP,unknown,1140,4,hombre,95,3,2, manufacturing director ,3,single,,15834,2,no,11,3,4,0,0,3,0,3,0,2,0,1989,yes,20300.72,240840.36
33,yes,unknown,554.76,9,Master,unknown,1157,1,mujer,77,3,2, sales executive ,1,single,,18385,0,,17,3,1,0,6,3,3,5,0,3,8224,1990,yes,12204.72,144792.36
31,yes,unknown,804.08,15,Grado,medical,1160,3,hombre,72,3,1, laboratory technician ,3,,,6233,1,no,12,3,3,1,0,5,2,2,2,2,2610,1992,no,17689.760000000002,209864.88
37,no,travel_rarely,337.64,25,FP,unknown,1161,3,mujer,52,2,2, healthcare representative ,4,,,17171,7,no,13,3,3,2,9,2,3,6,1,3,5731,1986,no,7428.08,88124.04
27,no,travel_rarely,183.08,6,Grado,unknown,1162,4,hombre,55,2,1, research scientist ,3,married,,7950,1,no,13,,3,1,4,0,3,4,2,2,2539,1996,no,4027.76,47783.880000000005
35,no,travel_frequently,,4,Master,other,1185,4,hombre,47,2,1, laboratory technician ,4,married,,26537,1,,13,3,2,1,2,2,4,2,2,2,2376,1988,yes,,
56,no,unknown,660.56,4,Master,unknown,2468,4,mujer,92,3,5, manager ,1,divorced,,18575,4,no,13,3,4,1,28,2,3,5,4,2,0,1967,no,14532.320000000002,172406.16
45,no,unknown,1340.44,7,Grado,medical,1195,1,mujer,83,3,1, research scientist ,3,,,20100,4,yes,19,3,3,1,0,2,0,3,0,2,0,1978,yes,29489.68,349854.84
43,no,travel_rarely,224.48,2,Grado,life sciences,1778,2,hombre,97,3,1, human resources ,4,,,5033,0,no,13,3,2,0,0,5,3,9,1,8,3539,1980,yes,4938.56,58589.280000000006
31,no,travel_rarely,180.32,29,Master,marketing,2469,1,mujer,91,2,2, sales executive ,4,,,13402,1,,14,3,1,2,0,3,3,12,5,7,5468,1992,yes,3967.0400000000004,47063.520000000004
35,yes,unknown,278.76,27,Grado,unknown,1797,3,hombre,84,3,2, sales executive ,4,,,13492,1,,18,3,4,0,0,2,3,10,7,7,5813,1988,yes,6132.719999999999,72756.36
35,no,non-travel,1085.6,2,FP,medical,1804,2,hombre,90,3,2, manufacturing director ,4,divorced,,24442,2,no,14,3,3,1,15,6,3,7,1,7,0,1988,no,23883.200000000004,283341.60000000003
30,no,unknown,1004.64,47,Grado,medical,1816,47,mujer,64,3,3, manufacturing director ,3,single,,2739,9,no,14,3,2,0,9,3,3,7,0,2,9667,1993,no,22102.08,262211.04000000004
46,yes,travel_rarely,240.12,21,FP,medical,1821,4,mujer,66,3,2, healthcare representative ,2,married,,10842,4,no,22,4,4,1,13,2,4,9,3,7,0,1977,no,5282.64,62671.32
45,no,non-travel,541.88,48,Master,unknown,2470,48,mujer,67,3,2, sales executive ,3,married,,19665,4,,22,4,2,2,10,3,4,8,5,7,5154,1978,yes,11921.36,141430.68
43,no,travel_frequently,1308.24,2,Master,life sciences,1849,1,hombre,92,3,2, sales executive ,4,married,,19246,1,,20,4,3,1,7,5,3,7,7,7,5675,1980,no,28781.28,341450.64
46,yes,unknown,,10,Grado,life sciences,1869,3,mujer,64,3,3, sales executive ,2,,,14011,5,,21,4,3,3,14,2,3,8,0,7,7314,1977,no,,
40,no,travel_rarely,1046.04,1,Master,unknown,2471,1,hombre,98,3,4, manager ,1,,,18991,2,,11,3,1,1,22,3,0,19,11,16,0,1983,yes,23012.879999999997,273016.44
27,no,travel_rarely,470.12,2,FP,unknown,1898,1,mujer,89,4,2, sales executive ,3,single,,26997,0,no,14,3,2,0,9,5,2,8,0,7,0,1996,yes,10342.64,122701.32
42,no,unknown,1284.32,6,Grado,medical,1911,3,hombre,83,3,3, research director ,1,married,,14842,9,no,13,3,2,1,18,3,4,13,5,7,0,1981,no,28255.040000000005,335207.52
26,no,travel_frequently,1008.32,6,Grado,other,2472,3,hombre,61,4,1, laboratory technician ,4,married,,7102,0,no,18,3,1,1,8,3,3,7,7,7,0,1997,yes,22183.04,263171.52
28,no,travel_frequently,,1,FP,life sciences,1927,3,hombre,42,2,2, sales executive ,4,married,,19255,1,,12,3,3,1,7,2,3,7,0,7,0,1995,yes,,
31,no,travel_rarely,635.72,5,Master,unknown,423,3,hombre,86,3,1, research scientist ,4,married,,10077,0,,12,3,3,1,0,4,3,5,0,3,0,1992,yes,13985.84,165922.92
31,no,travel_rarely,97.52,2,Grado,human resources,424,1,hombre,62,2,2, human resources ,1,,,17822,3,no,12,3,4,0,0,1,3,2,1,0,6410,1992,yes,2145.44,25452.72
31,no,unknown,,2,Master,unknown,2473,3,hombre,32,3,1, research scientist ,4,,,7747,0,,18,3,2,1,3,2,1,2,2,2,0,1992,yes,,
52,yes,unknown,665.16,8,Master,medical,433,3,hombre,85,2,2, research scientist ,2,,,17747,2,no,15,,1,0,11,3,2,8,7,7,4941,1971,no,14633.520000000002,173606.76
28,yes,unknown,1064.44,2,Master,medical,440,1,hombre,84,1,1, research scientist ,4,married,,24737,5,yes,13,3,4,0,0,4,2,3,2,2,0,1995,yes,23417.68,277818.84
47,no,travel_rarely,1363.44,5,Doctorado,unknown,447,4,hombre,42,3,5, research director ,3,married,,16375,4,,11,3,2,1,21,2,3,3,1,1,0,1976,yes,29995.68,355857.84
29,no,unknown,678.96,9,Doctorado,other,455,2,hombre,30,2,1, laboratory technician ,4,,,7621,0,no,17,3,3,0,4,2,0,3,2,2,3983,1994,no,14937.12,177208.56
37,no,unknown,1096.64,5,FP,medical,460,4,hombre,61,3,2, manufacturing director ,4,,,23177,7,no,16,3,3,2,8,2,2,6,0,4,6347,1986,no,24126.08,286223.04000000004
23,no,unknown,1204.28,22,Secundaria,unknown,465,3,hombre,83,3,1, research scientist ,4,,,16092,1,,12,3,3,2,0,2,2,4,0,2,2904,2000,no,26494.16,314317.08
42,no,travel_rarely,500.48,2,Secundaria,unknown,470,3,hombre,52,3,1, human resources ,3,divorced,,24017,0,yes,11,3,3,1,4,5,3,3,1,0,2696,1981,yes,11010.560000000001,130625.28
30,no,unknown,589.72,28,FP,unknown,475,4,mujer,85,3,2, sales executive ,3,,,6069,7,,12,3,2,1,4,2,4,2,2,2,0,1993,yes,12973.84,153916.92
21,yes,unknown,695.52,1,Secundaria,unknown,478,1,mujer,99,2,1, sales representative ,2,single,,9150,1,,11,3,3,0,3,3,3,3,1,2,2174,2002,no,15301.439999999999,181530.72
57,no,travel_rarely,545.56,1,Master,medical,482,4,hombre,88,3,2, healthcare representative ,3,,,2967,2,no,11,3,3,0,0,2,3,3,1,2,6755,1966,no,12002.320000000002,142391.16
21,no,unknown,823.4,9,FP,unknown,2474,1,hombre,39,3,1, sales representative ,4,single,,2851,1,,24,4,3,0,3,3,2,3,2,2,0,2002,yes,18114.800000000003,214907.40000000002
31,no,travel_rarely,375.36,9,Master,life sciences,2475,3,hombre,42,2,1, research scientist ,2,,,7551,0,,16,3,4,0,3,5,3,2,2,2,2657,1992,no,8257.92,97968.96
29,no,unknown,1180.36,23,Grado,unknown,495,4,hombre,54,3,1, research scientist ,4,,,18168,9,no,16,,4,0,6,4,3,3,1,2,0,1994,yes,25967.920000000002,308073.96
27,no,travel_rarely,1351.48,1,FP,unknown,2476,4,hombre,82,3,1, laboratory technician ,2,,,17881,1,no,11,3,2,1,5,2,3,5,0,4,0,1996,yes,29732.56,352736.28
49,no,travel_rarely,1160.12,7,Grado,other,2477,2,hombre,31,2,3, healthcare representative ,3,single,,12066,8,no,24,4,3,0,0,2,3,5,0,0,10965,1974,no,25522.640000000003,302791.32
36,no,travel_rarely,302.68,2,Grado,unknown,501,4,mujer,96,3,1, research scientist ,3,married,,11868,4,no,13,3,2,1,0,3,3,2,2,2,2543,1987,yes,6658.96,78999.48
34,yes,non-travel,1253.04,37,Grado,marketing,502,1,hombre,67,4,2, sales executive ,4,,,4652,8,yes,13,3,2,0,0,3,2,5,0,4,5304,1989,yes,27566.879999999997,327043.44
24,no,unknown,1261.32,32,Master,marketing,507,4,mujer,77,3,2, sales executive ,3,divorced,,5915,1,yes,12,3,4,1,0,2,4,5,0,3,0,1999,yes,27749.040000000005,329204.52
42,no,unknown,184.92,1,Master,unknown,517,2,mujer,95,3,1, laboratory technician ,1,,,20490,3,no,16,3,2,1,8,5,3,5,1,2,0,1981,yes,4068.2400000000002,48264.12
54,no,unknown,755.32,5,FP,medical,522,1,hombre,86,3,5, research director ,1,married,,8509,4,,11,3,3,1,24,4,2,4,1,2,19406,1969,yes,16617.04,197138.52000000002
34,no,unknown,1270.52,4,Master,unknown,523,3,mujer,72,3,2, sales executive ,3,married,,12740,9,no,15,3,1,1,0,3,3,3,1,2,6538,1989,yes,27951.44,331605.72
43,no,unknown,287.96,21,Grado,unknown,525,4,hombre,61,3,1, laboratory technician ,4,,,15238,7,,20,4,1,1,0,1,3,3,1,2,2258,1980,yes,6335.120000000001,75157.56000000001
43,no,travel_rarely,1355.16,8,Master,other,526,3,mujer,74,3,2, healthcare representative ,3,,,2227,4,yes,14,3,4,0,0,3,3,5,0,2,0,1980,yes,29813.52,353696.76
31,no,travel_rarely,302.68,1,FP,unknown,530,4,hombre,98,2,1, laboratory technician ,1,married,,16193,1,no,12,3,3,1,4,3,0,4,3,2,2218,1992,yes,6658.96,78999.48
25,yes,travel_rarely,632.96,3,Grado,medical,2478,1,hombre,91,3,1, laboratory technician ,1,married,,9396,5,no,13,3,3,1,6,5,0,2,0,2,0,1998,yes,13925.12,165202.56
45,no,unknown,176.64,10,FP,life sciences,544,1,hombre,69,3,1, research scientist ,4,married,,9655,3,no,21,,4,2,8,3,2,2,0,2,2654,1978,yes,3886.0800000000004,46103.04
45,no,travel_rarely,1274.2,33,FP,medical,2479,3,hombre,79,3,4, healthcare representative ,4,married,,7501,0,yes,14,3,2,0,21,2,3,20,4,10,0,1978,yes,28032.4,332566.2
47,yes,non-travel,612.72,29,Master,life sciences,376,1,hombre,88,3,3, manager ,2,married,,10268,1,,12,3,4,1,0,2,2,10,9,9,0,1976,no,13479.84,159919.92
35,no,unknown,1209.8,38,Grado,life sciences,381,2,mujer,71,4,3, manager ,2,divorced,,19100,7,,18,,2,1,10,6,2,7,6,2,0,1988,yes,26615.6,315757.8
29,no,travel_frequently,406.64,2,FP,unknown,388,2,hombre,44,3,2, sales executive ,4,single,,20260,1,,18,3,1,0,0,3,0,10,0,9,0,1994,yes,8946.080000000002,106133.04000000001
55,no,travel_rarely,135.24,17,FP,technical degree,389,17,hombre,37,3,2, laboratory technician ,4,married,,15972,3,,19,,4,1,12,4,3,10,0,8,0,1968,yes,2975.28,35297.64
26,yes,travel_rarely,874.0,4,Master,unknown,401,4,hombre,48,2,2, sales executive ,4,single,,8450,1,,12,3,2,0,0,0,0,8,7,4,5828,1997,yes,19228.0,228114.0
31,no,travel_rarely,200.56,7,Grado,technical degree,416,2,hombre,100,4,2, sales executive ,4,,,12241,4,,11,3,2,1,10,3,2,8,7,7,0,1992,no,4412.32,52346.16
43,no,travel_frequently,,10,Master,life sciences,430,3,mujer,33,3,1, laboratory technician ,4,,,10675,0,no,19,3,1,0,0,5,3,8,1,7,2455,1980,no,,
31,no,travel_rarely,635.72,7,Grado,marketing,438,4,hombre,73,3,2, sales executive ,4,,,7143,4,,12,3,4,3,13,3,3,7,1,7,0,1992,yes,13985.84,165922.92
32,no,unknown,936.56,2,Master,medical,2480,1,mujer,74,4,2, research scientist ,4,single,,10557,7,,16,3,3,0,0,0,2,7,0,7,5055,1991,no,20604.32,244442.16
33,no,unknown,,10,Grado,unknown,446,2,hombre,46,2,2, sales executive ,4,,,4317,3,no,14,3,3,0,0,6,2,7,0,1,4682,1990,yes,,
43,no,travel_frequently,514.28,30,Master,life sciences,448,3,mujer,82,2,2, laboratory technician ,3,divorced,,6227,1,no,11,,2,1,9,3,4,9,0,0,5257,1980,no,11314.16,134227.08
29,yes,travel_rarely,292.56,8,Master,unknown,454,2,hombre,77,1,1, laboratory technician ,1,,,4759,1,,11,3,4,0,7,4,2,7,0,7,2119,1994,yes,6436.32,76358.16
27,no,unknown,1039.6,12,Master,unknown,458,2,mujer,56,3,2, sales executive ,2,,,3415,1,no,18,3,1,1,8,3,3,8,0,7,0,1996,yes,22871.200000000004,271335.60000000003
29,no,travel_rarely,132.48,10,Secundaria,unknown,2481,4,mujer,39,2,2, sales executive ,2,divorced,,11866,1,yes,14,3,1,2,7,2,3,7,1,7,0,1994,yes,2914.5600000000004,34577.280000000006
37,no,unknown,1213.48,6,Grado,medical,2482,3,hombre,51,4,2, research scientist ,1,divorced,,17001,4,,13,3,1,2,13,2,3,7,6,7,5974,1986,yes,26696.56,316718.28
26,no,travel_rarely,858.36,1,Grado,unknown,476,3,hombre,57,3,2, sales executive ,3,,,20156,1,,17,3,2,1,0,3,3,8,7,7,0,1997,no,18883.920000000002,224031.96
40,no,travel_rarely,1077.32,10,Master,life sciences,483,4,mujer,46,4,1, laboratory technician ,3,married,,22495,3,yes,13,3,3,1,0,3,3,7,1,7,0,1983,yes,23701.039999999997,281180.51999999996
41,yes,unknown,131.56,4,Grado,unknown,488,1,hombre,56,3,2, sales executive ,2,,,9558,1,no,18,3,3,0,8,5,3,8,7,7,0,1982,yes,2894.32,34337.16
51,no,travel_rarely,1083.76,31,FP,unknown,500,31,mujer,87,3,2, sales executive ,4,,,14862,4,no,11,3,3,1,18,2,2,7,0,7,0,1972,no,23842.72,282861.36
37,no,unknown,1018.44,14,Grado,unknown,2483,4,mujer,95,3,1, laboratory technician ,1,,,26914,1,no,12,3,3,1,0,2,2,18,12,17,3034,1986,no,22405.68,265812.84
56,no,unknown,833.52,6,Grado,life sciences,2484,3,mujer,86,4,4, sales executive ,1,married,,18256,9,no,11,3,4,3,36,0,2,7,7,7,13212,1967,yes,18337.44,217548.72
41,no,travel_rarely,593.4,1,Grado,marketing,534,2,hombre,49,4,3, sales executive ,1,married,,19566,1,,16,3,3,1,10,2,3,10,0,7,8392,1982,yes,13054.8,154877.4
